country,driving,walking,transit,date,baseflag,mean_mobility,weekday,weekno,cutoff_mean_mobility
Morocco,21.73,16.92,,14/05/2020,,19.325,5,19,56.648
Morocco,22.31,17.71,,15/05/2020,,20.01,6,19,56.648
Morocco,22.34,17.32,,16/05/2020,,19.83,7,19,56.648
Morocco,18.95,17.16,,17/05/2020,,18.055,1,20,56.648
Morocco,24.65,19.95,,18/05/2020,,22.3,2,20,56.648
Morocco,24.1,19.63,,19/05/2020,,21.865,3,20,56.648
Morocco,24.87,18.76,,20/05/2020,,21.815,4,20,56.648
Morocco,26.54,19.02,,21/05/2020,,22.78,5,20,56.648
Morocco,27.1,20.53,,22/05/2020,,23.815,6,20,56.648
Morocco,26.27,19.21,,23/05/2020,,22.74,7,20,56.648
Morocco,15.07,16.56,,24/05/2020,,15.815,1,21,56.648
Morocco,20.91,20.48,,25/05/2020,,20.695,2,21,56.648
Morocco,27.97,21.21,,26/05/2020,,24.59,3,21,56.648
Morocco,31.17,22.7,,27/05/2020,,26.935,4,21,56.648
Morocco,32,22.88,,28/05/2020,,27.44,5,21,56.648
Morocco,34.21,23.32,,29/05/2020,,28.765,6,21,56.648
Morocco,33.1,24.29,,30/05/2020,,28.695,7,21,56.648
Morocco,31.54,23.59,,31/05/2020,,27.565,1,22,56.648
Morocco,39.29,30.08,,01/06/2020,,34.685,2,22,56.648
Morocco,38.14,27.67,,02/06/2020,,32.905,3,22,56.648
Morocco,38.22,29.56,,03/06/2020,,33.89,4,22,56.648
Morocco,39.21,27.76,,04/06/2020,,33.485,5,22,56.648
Morocco,38.97,28.47,,05/06/2020,,33.72,6,22,56.648
Morocco,40.21,25.27,,06/06/2020,,32.74,7,22,56.648
Morocco,33.5,25.84,,07/06/2020,,29.67,1,23,56.648
Morocco,39.78,28.94,,08/06/2020,,34.36,2,23,56.648
Morocco,38.79,25.7,,09/06/2020,,32.245,3,23,56.648
Morocco,42.09,27.38,,10/06/2020,,34.735,4,23,56.648
Morocco,45.4,28.42,,11/06/2020,,36.91,5,23,56.648
Morocco,47.18,30.01,,12/06/2020,,38.595,6,23,56.648
Morocco,46.89,30.06,,13/06/2020,,38.475,7,23,56.648
Morocco,40.32,26.75,,14/06/2020,,33.535,1,24,56.648
Netherlands,100,100,100,13/01/2020,1,100,2,2,66.682666667
Netherlands,103.22,101.71,100.13,14/01/2020,,101.68666667,3,2,66.682666667
Netherlands,103.86,104.92,101.53,15/01/2020,,103.43666667,4,2,66.682666667
Netherlands,103.99,115.64,102.6,16/01/2020,,107.41,5,2,66.682666667
Netherlands,104.6,132.95,111.68,17/01/2020,,116.41,6,2,66.682666667
Netherlands,98.09,149.99,111.47,18/01/2020,,119.85,7,2,66.682666667
Netherlands,91.46,109.48,101.94,19/01/2020,,100.96,1,3,66.682666667
Netherlands,101.94,101.92,100.32,20/01/2020,,101.39333333,2,3,66.682666667
Netherlands,107.74,103.35,101.05,21/01/2020,,104.04666667,3,3,66.682666667
Netherlands,105.82,106.14,101.38,22/01/2020,,104.44666667,4,3,66.682666667
Netherlands,104.79,114.19,103.56,23/01/2020,,107.51333333,5,3,66.682666667
Netherlands,106.71,137.95,116.13,24/01/2020,,120.26333333,6,3,66.682666667
Netherlands,102.15,155.52,115.33,25/01/2020,,124.33333333,7,3,66.682666667
Netherlands,93.28,111.74,105.83,26/01/2020,,103.61666667,1,4,66.682666667
Netherlands,103.13,102.96,103.27,27/01/2020,,103.12,2,4,66.682666667
Netherlands,105.18,101.59,104.24,28/01/2020,,103.67,3,4,66.682666667
Netherlands,103.2,109.04,104.94,29/01/2020,,105.72666667,4,4,66.682666667
Netherlands,108.34,122.62,112.14,30/01/2020,,114.36666667,5,4,66.682666667
Netherlands,110.37,149.04,123.18,31/01/2020,,127.53,6,4,66.682666667
Netherlands,104.67,164.12,122.75,01/02/2020,,130.51333333,7,4,66.682666667
Netherlands,93.48,108.16,113.56,02/02/2020,,105.06666667,1,5,66.682666667
Netherlands,103.73,110.42,110.63,03/02/2020,,108.26,2,5,66.682666667
Netherlands,106.01,108.42,109.12,04/02/2020,,107.85,3,5,66.682666667
Netherlands,103.7,115.65,108.95,05/02/2020,,109.43333333,4,5,66.682666667
Netherlands,103.94,123.51,111.71,06/02/2020,,113.05333333,5,5,66.682666667
Netherlands,113.46,150.22,125.36,07/02/2020,,129.68,6,5,66.682666667
Netherlands,105.38,163.1,121.21,08/02/2020,,129.89666667,7,5,66.682666667
Netherlands,85.26,84.16,107.59,09/02/2020,,92.336666667,1,6,66.682666667
Netherlands,110.01,100.49,113.55,10/02/2020,,108.01666667,2,6,66.682666667
Netherlands,107.62,102.8,110.37,11/02/2020,,106.93,3,6,66.682666667
Netherlands,107.78,107.44,106.84,12/02/2020,,107.35333333,4,6,66.682666667
Netherlands,113.83,115.03,117.97,13/02/2020,,115.61,5,6,66.682666667
Netherlands,115.13,159.45,128.68,14/02/2020,,134.42,6,6,66.682666667
Netherlands,104.1,173.3,131.35,15/02/2020,,136.25,7,6,66.682666667
Netherlands,90.25,107.28,124.8,16/02/2020,,107.44333333,1,7,66.682666667
Netherlands,103.31,121.14,124.77,17/02/2020,,116.40666667,2,7,66.682666667
Netherlands,105.4,123.59,122.8,18/02/2020,,117.26333333,3,7,66.682666667
Netherlands,107.01,122.76,120.26,19/02/2020,,116.67666667,4,7,66.682666667
Netherlands,108.99,125.42,122.46,20/02/2020,,118.95666667,5,7,66.682666667
Netherlands,112.11,151.38,124.53,21/02/2020,,129.34,6,7,66.682666667
Netherlands,96.06,162.91,125.87,22/02/2020,,128.28,7,7,66.682666667
Netherlands,82.67,108.58,113.82,23/02/2020,,101.69,1,8,66.682666667
Netherlands,98,109.45,118.06,24/02/2020,,108.50333333,2,8,66.682666667
Netherlands,97.72,116.34,112.27,25/02/2020,,108.77666667,3,8,66.682666667
Netherlands,100.9,112.23,112.03,26/02/2020,,108.38666667,4,8,66.682666667
Netherlands,104.21,119.4,117.38,27/02/2020,,113.66333333,5,8,66.682666667
Netherlands,108.37,141.52,125.76,28/02/2020,,125.21666667,6,8,66.682666667
Netherlands,97.85,151.18,116.19,29/02/2020,,121.74,7,8,66.682666667
Netherlands,90.24,102.77,102.7,01/03/2020,,98.57,1,9,66.682666667
Netherlands,103.68,96.27,105.51,02/03/2020,,101.82,2,9,66.682666667
Netherlands,104.03,106.79,101.49,03/03/2020,,104.10333333,3,9,66.682666667
Netherlands,104.96,110.59,102.39,04/03/2020,,105.98,4,9,66.682666667
Netherlands,106.67,113.29,108.89,05/03/2020,,109.61666667,5,9,66.682666667
Netherlands,110.76,143.41,122.02,06/03/2020,,125.39666667,6,9,66.682666667
Netherlands,105.36,167.19,119.53,07/03/2020,,130.69333333,7,9,66.682666667
Netherlands,91.72,103.37,101.4,08/03/2020,,98.83,1,10,66.682666667
Netherlands,97.44,97.6,98.01,09/03/2020,,97.683333333,2,10,66.682666667
Netherlands,94.05,92.04,94.36,10/03/2020,,93.483333333,3,10,66.682666667
Netherlands,92.55,99.58,90.51,11/03/2020,,94.213333333,4,10,66.682666667
Netherlands,79.19,90.87,77.33,12/03/2020,,82.463333333,5,10,66.682666667
Netherlands,72.71,92.53,69.44,13/03/2020,,78.226666667,6,10,66.682666667
Netherlands,64.97,99.74,61.84,14/03/2020,,75.516666667,7,10,66.682666667
Netherlands,48.64,58.43,43.19,15/03/2020,,50.086666667,1,11,66.682666667
Netherlands,51.11,49.53,32.44,16/03/2020,,44.36,2,11,66.682666667
Netherlands,50.11,48.93,27.85,17/03/2020,,42.296666667,3,11,66.682666667
Netherlands,49.11,47,24.39,18/03/2020,,40.166666667,4,11,66.682666667
Netherlands,48.39,44,22.51,19/03/2020,,38.3,5,11,66.682666667
Netherlands,50.67,46.25,22.32,20/03/2020,,39.746666667,6,11,66.682666667
Netherlands,46.13,49.64,21.25,21/03/2020,,39.006666667,7,11,66.682666667
Netherlands,39,40.46,18.55,22/03/2020,,32.67,1,12,66.682666667
Netherlands,43.76,38.98,19.1,23/03/2020,,33.946666667,2,12,66.682666667
Netherlands,45.23,42.29,19.48,24/03/2020,,35.666666667,3,12,66.682666667
Netherlands,47.52,45.95,20.08,25/03/2020,,37.85,4,12,66.682666667
Netherlands,48.49,46.73,20.37,26/03/2020,,38.53,5,12,66.682666667
Netherlands,52.28,53.62,20.62,27/03/2020,,42.173333333,6,12,66.682666667
Netherlands,46.08,48.68,19.38,28/03/2020,,38.046666667,7,12,66.682666667
Netherlands,39.1,33.84,17.62,29/03/2020,,30.186666667,1,13,66.682666667
Netherlands,46.02,38.51,20.2,30/03/2020,,34.91,2,13,66.682666667
Netherlands,49.34,46.83,20.92,31/03/2020,,39.03,3,13,66.682666667
Netherlands,50.44,47.29,20.01,01/04/2020,,39.246666667,4,13,66.682666667
Netherlands,51.58,46.78,20.18,02/04/2020,,39.513333333,5,13,66.682666667
Netherlands,53.67,51.5,20.15,03/04/2020,,41.773333333,6,13,66.682666667
Netherlands,48.4,55.91,19.57,04/04/2020,,41.293333333,7,13,66.682666667
Netherlands,46.06,52.63,21.01,05/04/2020,,39.9,1,14,66.682666667
Netherlands,51.96,50.98,22.29,06/04/2020,,41.743333333,2,14,66.682666667
Netherlands,54.64,56.45,22.87,07/04/2020,,44.653333333,3,14,66.682666667
Netherlands,58.08,61.26,22.99,08/04/2020,,47.443333333,4,14,66.682666667
Netherlands,59.73,62.25,23.53,09/04/2020,,48.503333333,5,14,66.682666667
Netherlands,61.7,68.38,23.4,10/04/2020,,51.16,6,14,66.682666667
Netherlands,52.61,63.14,21.61,11/04/2020,,45.786666667,7,14,66.682666667
Netherlands,38.99,46.45,19.9,12/04/2020,,35.113333333,1,15,66.682666667
Netherlands,47.64,42.18,22.26,13/04/2020,,37.36,2,15,66.682666667
Netherlands,53.81,46.84,23.22,14/04/2020,,41.29,3,15,66.682666667
Netherlands,58.3,57.84,24.5,15/04/2020,,46.88,4,15,66.682666667
Netherlands,60.18,60.64,24.49,16/04/2020,,48.436666667,5,15,66.682666667
Netherlands,61.96,62.05,23.6,17/04/2020,,49.203333333,6,15,66.682666667
Netherlands,54.33,56.28,21.68,18/04/2020,,44.096666667,7,15,66.682666667
Netherlands,53.46,58.16,23.8,19/04/2020,,45.14,1,16,66.682666667
Netherlands,58.88,55,25.58,20/04/2020,,46.486666667,2,16,66.682666667
Netherlands,60.3,57.65,24.69,21/04/2020,,47.546666667,3,16,66.682666667
Netherlands,64.27,64.8,26.53,22/04/2020,,51.866666667,4,16,66.682666667
Netherlands,66.56,68.2,27.01,23/04/2020,,53.923333333,5,16,66.682666667
Netherlands,67.43,70.59,25.83,24/04/2020,,54.616666667,6,16,66.682666667
Netherlands,59.55,65.35,23.55,25/04/2020,,49.483333333,7,16,66.682666667
Netherlands,53,63.36,25.04,26/04/2020,,47.133333333,1,17,66.682666667
Netherlands,56.93,61.03,25.21,27/04/2020,,47.723333333,2,17,66.682666667
Netherlands,61.86,48.79,25.1,28/04/2020,,45.25,3,17,66.682666667
Netherlands,65.49,58.45,26.87,29/04/2020,,50.27,4,17,66.682666667
Netherlands,67.31,59.81,27.51,30/04/2020,,51.543333333,5,17,66.682666667
Netherlands,69.38,61.28,27.21,01/05/2020,,52.623333333,6,17,66.682666667
Netherlands,62.34,61.65,24.39,02/05/2020,,49.46,7,17,66.682666667
Netherlands,60.4,64.81,26.69,03/05/2020,,50.633333333,1,18,66.682666667
Netherlands,63.65,64.46,28.04,04/05/2020,,52.05,2,18,66.682666667
Netherlands,66.65,70.34,29.16,05/05/2020,,55.383333333,3,18,66.682666667
Netherlands,70.98,70.17,30.91,06/05/2020,,57.353333333,4,18,66.682666667
Netherlands,73.52,72.87,31.04,07/05/2020,,59.143333333,5,18,66.682666667
Netherlands,78.17,81.33,31.21,08/05/2020,,63.57,6,18,66.682666667
Netherlands,72.17,82.85,30.07,09/05/2020,,61.696666667,7,18,66.682666667
Netherlands,64.89,60.29,27.15,10/05/2020,,50.776666667,1,19,66.682666667
Netherlands,,,,11/05/2020,,,2,19,66.682666667
Netherlands,,,,12/05/2020,,,3,19,66.682666667
Netherlands,74.41,65.6,31.46,13/05/2020,,57.156666667,4,19,66.682666667
Netherlands,76.56,69.41,31.75,14/05/2020,,59.24,5,19,66.682666667
Netherlands,81.07,78.18,31.74,15/05/2020,,63.663333333,6,19,66.682666667
Netherlands,75.51,76.86,30.31,16/05/2020,,60.893333333,7,19,66.682666667
Netherlands,72.95,73.01,32.58,17/05/2020,,59.513333333,1,20,66.682666667
Netherlands,78.1,70.47,34.27,18/05/2020,,60.946666667,2,20,66.682666667
Netherlands,82.09,77.5,35.32,19/05/2020,,64.97,3,20,66.682666667
Netherlands,88.92,88.11,38.22,20/05/2020,,71.75,4,20,66.682666667
Netherlands,87.4,93.87,40.42,21/05/2020,,73.896666667,5,20,66.682666667
Netherlands,93.26,94.06,37.22,22/05/2020,,74.846666667,6,20,66.682666667
Netherlands,82.33,84.58,32.57,23/05/2020,,66.493333333,7,20,66.682666667
Netherlands,76.01,60.22,32.14,24/05/2020,,56.123333333,1,21,66.682666667
Netherlands,86.57,79.85,39.73,25/05/2020,,68.716666667,2,21,66.682666667
Netherlands,90.23,85.7,41.16,26/05/2020,,72.363333333,3,21,66.682666667
Netherlands,91.88,88.14,40.46,27/05/2020,,73.493333333,4,21,66.682666667
Netherlands,95.4,87.62,40.17,28/05/2020,,74.396666667,5,21,66.682666667
Netherlands,104.16,99.48,42.49,29/05/2020,,82.043333333,6,21,66.682666667
Netherlands,92.57,102.43,40.48,30/05/2020,,78.493333333,7,21,66.682666667
Netherlands,82.36,84.22,40.2,31/05/2020,,68.926666667,1,22,66.682666667
Netherlands,96.14,92.87,45.57,01/06/2020,,78.193333333,2,22,66.682666667
Netherlands,97.77,92.33,45.67,02/06/2020,,78.59,3,22,66.682666667
Netherlands,97.44,91.28,44.14,03/06/2020,,77.62,4,22,66.682666667
Netherlands,95.98,82.7,41.87,04/06/2020,,73.516666667,5,22,66.682666667
Netherlands,97.77,85.32,41.13,05/06/2020,,74.74,6,22,66.682666667
Netherlands,91.31,90.56,38.27,06/06/2020,,73.38,7,22,66.682666667
Netherlands,86.11,74.62,40.65,07/06/2020,,67.126666667,1,23,66.682666667
Netherlands,92.83,80.92,44.15,08/06/2020,,72.633333333,2,23,66.682666667
Netherlands,95.94,88.44,44.86,09/06/2020,,76.413333333,3,23,66.682666667
Netherlands,99.6,94.45,46.59,10/06/2020,,80.213333333,4,23,66.682666667
Netherlands,106.28,103.02,49.52,11/06/2020,,86.273333333,5,23,66.682666667
Netherlands,112.38,116.98,53.52,12/06/2020,,94.293333333,6,23,66.682666667
Netherlands,102.42,120.45,49,13/06/2020,,90.623333333,7,23,66.682666667
Netherlands,95.59,84.25,45.86,14/06/2020,,75.233333333,1,24,66.682666667
New Zealand,100,100,100,13/01/2020,1,100,2,2,57.570333333
New Zealand,102.94,100.65,97.91,14/01/2020,,100.5,3,2,57.570333333
New Zealand,105.58,101.9,99.45,15/01/2020,,102.31,4,2,57.570333333
New Zealand,115.94,104.58,100.19,16/01/2020,,106.90333333,5,2,57.570333333
New Zealand,107.02,101.78,94,17/01/2020,,100.93333333,6,2,57.570333333
New Zealand,97.92,91.61,88.77,18/01/2020,,92.766666667,7,2,57.570333333
New Zealand,101.9,98.34,106.3,19/01/2020,,102.18,1,3,57.570333333
New Zealand,103.19,103.46,104.91,20/01/2020,,103.85333333,2,3,57.570333333
New Zealand,106.85,105.69,104.71,21/01/2020,,105.75,3,3,57.570333333
New Zealand,109.24,106.95,103.93,22/01/2020,,106.70666667,4,3,57.570333333
New Zealand,128.77,110.06,105.2,23/01/2020,,114.67666667,5,3,57.570333333
New Zealand,115.17,112.21,101.16,24/01/2020,,109.51333333,6,3,57.570333333
New Zealand,100.11,102.89,94.26,25/01/2020,,99.086666667,7,3,57.570333333
New Zealand,103.33,94.75,99.81,26/01/2020,,99.296666667,1,4,57.570333333
New Zealand,102.37,104.44,113.06,27/01/2020,,106.62333333,2,4,57.570333333
New Zealand,102.63,103.34,109.23,28/01/2020,,105.06666667,3,4,57.570333333
New Zealand,103.61,104.18,106.71,29/01/2020,,104.83333333,4,4,57.570333333
New Zealand,110.78,105.46,112.72,30/01/2020,,109.65333333,5,4,57.570333333
New Zealand,105.37,110.03,104.59,31/01/2020,,106.66333333,6,4,57.570333333
New Zealand,91.13,94.23,94.57,01/02/2020,,93.31,7,4,57.570333333
New Zealand,98.12,99.42,110.38,02/02/2020,,102.64,1,5,57.570333333
New Zealand,108.51,110.2,110.14,03/02/2020,,109.61666667,2,5,57.570333333
New Zealand,119.93,110.08,108.93,04/02/2020,,112.98,3,5,57.570333333
New Zealand,100.48,97.64,102.24,05/02/2020,,100.12,4,5,57.570333333
New Zealand,112.09,115.26,113.16,06/02/2020,,113.50333333,5,5,57.570333333
New Zealand,107.56,109.69,104.44,07/02/2020,,107.23,6,5,57.570333333
New Zealand,104.48,101.32,105.49,08/02/2020,,103.76333333,7,5,57.570333333
New Zealand,104.59,109.78,116.46,09/02/2020,,110.27666667,1,6,57.570333333
New Zealand,110.32,111.25,113.3,10/02/2020,,111.62333333,2,6,57.570333333
New Zealand,112.65,113.32,114.25,11/02/2020,,113.40666667,3,6,57.570333333
New Zealand,114.02,117.95,113.76,12/02/2020,,115.24333333,4,6,57.570333333
New Zealand,135.42,127.72,118.54,13/02/2020,,127.22666667,5,6,57.570333333
New Zealand,118.38,131.05,115.55,14/02/2020,,121.66,6,6,57.570333333
New Zealand,103.9,115.87,108.84,15/02/2020,,109.53666667,7,6,57.570333333
New Zealand,107.75,116.79,120.93,16/02/2020,,115.15666667,1,7,57.570333333
New Zealand,110.15,116.44,120.34,17/02/2020,,115.64333333,2,7,57.570333333
New Zealand,112.45,119.24,122.23,18/02/2020,,117.97333333,3,7,57.570333333
New Zealand,115.93,119.77,115.45,19/02/2020,,117.05,4,7,57.570333333
New Zealand,127.27,125.97,119.29,20/02/2020,,124.17666667,5,7,57.570333333
New Zealand,116.53,134.07,116.72,21/02/2020,,122.44,6,7,57.570333333
New Zealand,105.16,126.18,108.63,22/02/2020,,113.32333333,7,7,57.570333333
New Zealand,103.24,120.35,118.46,23/02/2020,,114.01666667,1,8,57.570333333
New Zealand,108.05,120.96,125.23,24/02/2020,,118.08,2,8,57.570333333
New Zealand,110.38,121.2,119.64,25/02/2020,,117.07333333,3,8,57.570333333
New Zealand,112.87,121.24,115.73,26/02/2020,,116.61333333,4,8,57.570333333
New Zealand,120.26,124.22,118.41,27/02/2020,,120.96333333,5,8,57.570333333
New Zealand,111.59,126.98,117.09,28/02/2020,,118.55333333,6,8,57.570333333
New Zealand,98.86,104.86,105.37,29/02/2020,,103.03,7,8,57.570333333
New Zealand,97.36,109.21,108.93,01/03/2020,,105.16666667,1,9,57.570333333
New Zealand,101.53,106.72,116.12,02/03/2020,,108.12333333,2,9,57.570333333
New Zealand,104.21,106.18,111.24,03/03/2020,,107.21,3,9,57.570333333
New Zealand,105.76,111.45,105.67,04/03/2020,,107.62666667,4,9,57.570333333
New Zealand,117.9,117.8,108.89,05/03/2020,,114.86333333,5,9,57.570333333
New Zealand,111.65,127.14,108.64,06/03/2020,,115.81,6,9,57.570333333
New Zealand,97.25,110.31,99.25,07/03/2020,,102.27,7,9,57.570333333
New Zealand,97.97,95.41,100.97,08/03/2020,,98.116666667,1,10,57.570333333
New Zealand,97.82,98.57,108.34,09/03/2020,,101.57666667,2,10,57.570333333
New Zealand,101,99.72,107.31,10/03/2020,,102.67666667,3,10,57.570333333
New Zealand,101.58,101.42,101.74,11/03/2020,,101.58,4,10,57.570333333
New Zealand,110.32,109,101.76,12/03/2020,,107.02666667,5,10,57.570333333
New Zealand,103.76,109.03,95.62,13/03/2020,,102.80333333,6,10,57.570333333
New Zealand,87.15,88.34,81.77,14/03/2020,,85.753333333,7,10,57.570333333
New Zealand,84,81.03,80.55,15/03/2020,,81.86,1,11,57.570333333
New Zealand,79.91,76.32,75.95,16/03/2020,,77.393333333,2,11,57.570333333
New Zealand,80.12,77.25,71.63,17/03/2020,,76.333333333,3,11,57.570333333
New Zealand,76.21,69.39,67.02,18/03/2020,,70.873333333,4,11,57.570333333
New Zealand,80.46,70.28,61.22,19/03/2020,,70.653333333,5,11,57.570333333
New Zealand,68.01,65.76,56.01,20/03/2020,,63.26,6,11,57.570333333
New Zealand,55.18,53.25,44.51,21/03/2020,,50.98,7,11,57.570333333
New Zealand,62.7,48.73,40.1,22/03/2020,,50.51,1,12,57.570333333
New Zealand,61.24,46.54,29.96,23/03/2020,,45.913333333,2,12,57.570333333
New Zealand,47.6,39.75,21.63,24/03/2020,,36.326666667,3,12,57.570333333
New Zealand,15.98,24.38,12.49,25/03/2020,,17.616666667,4,12,57.570333333
New Zealand,14.39,22.45,12.09,26/03/2020,,16.31,5,12,57.570333333
New Zealand,11.5,24.13,11.37,27/03/2020,,15.666666667,6,12,57.570333333
New Zealand,11.1,24.91,10.56,28/03/2020,,15.523333333,7,12,57.570333333
New Zealand,14.53,23.54,12,29/03/2020,,16.69,1,13,57.570333333
New Zealand,15.58,27.85,12.31,30/03/2020,,18.58,2,13,57.570333333
New Zealand,16.47,27.22,11.39,31/03/2020,,18.36,3,13,57.570333333
New Zealand,16.2,26.67,12.55,01/04/2020,,18.473333333,4,13,57.570333333
New Zealand,16.41,25.54,10.43,02/04/2020,,17.46,5,13,57.570333333
New Zealand,13.63,27.65,10.93,03/04/2020,,17.403333333,6,13,57.570333333
New Zealand,12.7,28.27,10.21,04/04/2020,,17.06,7,13,57.570333333
New Zealand,16.14,23.51,11.89,05/04/2020,,17.18,1,14,57.570333333
New Zealand,17.09,24.63,11.11,06/04/2020,,17.61,2,14,57.570333333
New Zealand,18.02,23.89,11.71,07/04/2020,,17.873333333,3,14,57.570333333
New Zealand,19.08,23.23,11.08,08/04/2020,,17.796666667,4,14,57.570333333
New Zealand,12.05,27.29,10.36,09/04/2020,,16.566666667,5,14,57.570333333
New Zealand,15.28,28.19,12.11,10/04/2020,,18.526666667,6,14,57.570333333
New Zealand,11.66,22.94,10.43,11/04/2020,,15.01,7,14,57.570333333
New Zealand,12.05,19.32,11.15,12/04/2020,,14.173333333,1,15,57.570333333
New Zealand,16.53,19.67,9.79,13/04/2020,,15.33,2,15,57.570333333
New Zealand,16.98,19.63,10.74,14/04/2020,,15.783333333,3,15,57.570333333
New Zealand,17.32,21.87,9.94,15/04/2020,,16.376666667,4,15,57.570333333
New Zealand,17.49,20.85,10.75,16/04/2020,,16.363333333,5,15,57.570333333
New Zealand,14.61,23.19,11.24,17/04/2020,,16.346666667,6,15,57.570333333
New Zealand,13.15,23.34,11.89,18/04/2020,,16.126666667,7,15,57.570333333
New Zealand,16.88,22.37,10.74,19/04/2020,,16.663333333,1,16,57.570333333
New Zealand,18.24,24.35,12.75,20/04/2020,,18.446666667,2,16,57.570333333
New Zealand,19.53,25.93,12.26,21/04/2020,,19.24,3,16,57.570333333
New Zealand,19.97,23.51,11.98,22/04/2020,,18.486666667,4,16,57.570333333
New Zealand,21.57,27.04,14.28,23/04/2020,,20.963333333,5,16,57.570333333
New Zealand,16.95,27.71,12.89,24/04/2020,,19.183333333,6,16,57.570333333
New Zealand,16.29,26.83,14.51,25/04/2020,,19.21,7,16,57.570333333
New Zealand,17.68,25.44,14.3,26/04/2020,,19.14,1,17,57.570333333
New Zealand,48.2,42.08,22.45,27/04/2020,,37.576666667,2,17,57.570333333
New Zealand,47.15,42.31,22.34,28/04/2020,,37.266666667,3,17,57.570333333
New Zealand,44.28,38.87,20.75,29/04/2020,,34.633333333,4,17,57.570333333
New Zealand,46.83,40.71,22.09,30/04/2020,,36.543333333,5,17,57.570333333
New Zealand,39.17,36.47,19.1,01/05/2020,,31.58,6,17,57.570333333
New Zealand,28.4,24.06,16.05,02/05/2020,,22.836666667,7,17,57.570333333
New Zealand,39.73,31.53,20.61,03/05/2020,,30.623333333,1,18,57.570333333
New Zealand,39.84,30.04,19.17,04/05/2020,,29.683333333,2,18,57.570333333
New Zealand,42.8,34.75,18.5,05/05/2020,,32.016666667,3,18,57.570333333
New Zealand,43.14,35.2,21.31,06/05/2020,,33.216666667,4,18,57.570333333
New Zealand,48.08,40.57,21.62,07/05/2020,,36.756666667,5,18,57.570333333
New Zealand,45.2,41.27,21.15,08/05/2020,,35.873333333,6,18,57.570333333
New Zealand,38.1,35.96,20.14,09/05/2020,,31.4,7,18,57.570333333
New Zealand,41.93,34.1,24.76,10/05/2020,,33.596666667,1,19,57.570333333
New Zealand,,,,11/05/2020,,,2,19,57.570333333
New Zealand,,,,12/05/2020,,,3,19,57.570333333
New Zealand,64.64,51.69,36.3,13/05/2020,,50.876666667,4,19,57.570333333
New Zealand,73,56.19,35.28,14/05/2020,,54.823333333,5,19,57.570333333
New Zealand,71.32,58.14,37.88,15/05/2020,,55.78,6,19,57.570333333
New Zealand,61.18,47.34,34.85,16/05/2020,,47.79,7,19,57.570333333
New Zealand,68.79,54.31,44.52,17/05/2020,,55.873333333,1,20,57.570333333
New Zealand,70.02,55.37,42.86,18/05/2020,,56.083333333,2,20,57.570333333
New Zealand,72.57,56.94,42.6,19/05/2020,,57.37,3,20,57.570333333
New Zealand,75.25,58.63,41.53,20/05/2020,,58.47,4,20,57.570333333
New Zealand,83.49,64.96,47.38,21/05/2020,,65.276666667,5,20,57.570333333
New Zealand,80.19,67.5,49.17,22/05/2020,,65.62,6,20,57.570333333
New Zealand,64.58,52.37,39.2,23/05/2020,,52.05,7,20,57.570333333
New Zealand,70.42,48.88,42.34,24/05/2020,,53.88,1,21,57.570333333
New Zealand,74.37,56.23,44.65,25/05/2020,,58.416666667,2,21,57.570333333
New Zealand,77.08,57.96,45.14,26/05/2020,,60.06,3,21,57.570333333
New Zealand,80.53,63.5,48.04,27/05/2020,,64.023333333,4,21,57.570333333
New Zealand,103.61,73.25,51.58,28/05/2020,,76.146666667,5,21,57.570333333
New Zealand,97.35,83.27,55.31,29/05/2020,,78.643333333,6,21,57.570333333
New Zealand,80.05,69.88,46.34,30/05/2020,,65.423333333,7,21,57.570333333
New Zealand,77.57,52,46.8,31/05/2020,,58.79,1,22,57.570333333
New Zealand,78.27,59.71,51.8,01/06/2020,,63.26,2,22,57.570333333
New Zealand,82.17,62.55,49.63,02/06/2020,,64.783333333,3,22,57.570333333
New Zealand,81.38,61.64,49.57,03/06/2020,,64.196666667,4,22,57.570333333
New Zealand,92.73,71.16,55.64,04/06/2020,,73.176666667,5,22,57.570333333
New Zealand,92.23,76.97,57.36,05/06/2020,,75.52,6,22,57.570333333
New Zealand,76.96,64.52,49.49,06/06/2020,,63.656666667,7,22,57.570333333
New Zealand,77.04,58.6,54.08,07/06/2020,,63.24,1,23,57.570333333
New Zealand,81.39,62.48,54.33,08/06/2020,,66.066666667,2,23,57.570333333
New Zealand,84.96,66.92,55.73,09/06/2020,,69.203333333,3,23,57.570333333
New Zealand,86.75,68.73,55.58,10/06/2020,,70.353333333,4,23,57.570333333
New Zealand,97.4,76.24,56.17,11/06/2020,,76.603333333,5,23,57.570333333
New Zealand,99.07,90.49,68.45,12/06/2020,,86.003333333,6,23,57.570333333
New Zealand,82.44,77.09,59.36,13/06/2020,,72.963333333,7,23,57.570333333
New Zealand,80.67,63.03,53.83,14/06/2020,,65.843333333,1,24,57.570333333
Norway,100,100,100,13/01/2020,1,100,2,2,72.195333333
Norway,98.43,101.67,103.33,14/01/2020,,101.14333333,3,2,72.195333333
Norway,102.34,106.64,102.63,15/01/2020,,103.87,4,2,72.195333333
Norway,105.02,112.36,106.54,16/01/2020,,107.97333333,5,2,72.195333333
Norway,122.49,125,118.12,17/01/2020,,121.87,6,2,72.195333333
Norway,113.46,151.14,117.65,18/01/2020,,127.41666667,7,2,72.195333333
