country,driving,walking,transit,date,baseflag,mean_mobility,weekday,weekno,cutoff_mean_mobility
Albania,100,100,,13/01/2020,1,100,2,2,60.9845
Albania,95.3,100.68,,14/01/2020,,97.99,3,2,60.9845
Albania,101.43,98.93,,15/01/2020,,100.18,4,2,60.9845
Albania,97.2,98.46,,16/01/2020,,97.83,5,2,60.9845
Albania,103.55,100.85,,17/01/2020,,102.2,6,2,60.9845
Albania,112.67,100.13,,18/01/2020,,106.4,7,2,60.9845
Albania,104.83,82.13,,19/01/2020,,93.48,1,3,60.9845
Albania,94.39,95.65,,20/01/2020,,95.02,2,3,60.9845
Albania,94.07,97.78,,21/01/2020,,95.925,3,3,60.9845
Albania,93.51,95.39,,22/01/2020,,94.45,4,3,60.9845
Albania,92.94,94.24,,23/01/2020,,93.59,5,3,60.9845
Albania,102.13,93.73,,24/01/2020,,97.93,6,3,60.9845
Albania,102.38,97.06,,25/01/2020,,99.72,7,3,60.9845
Albania,101.41,77.27,,26/01/2020,,89.34,1,4,60.9845
Albania,94.62,83.37,,27/01/2020,,88.995,2,4,60.9845
Albania,89.12,82.73,,28/01/2020,,85.925,3,4,60.9845
Albania,90.17,84.39,,29/01/2020,,87.28,4,4,60.9845
Albania,90.21,88.19,,30/01/2020,,89.2,5,4,60.9845
Albania,97.71,90.79,,31/01/2020,,94.25,6,4,60.9845
Albania,102.5,88.7,,01/02/2020,,95.6,7,4,60.9845
Albania,108.92,79.32,,02/02/2020,,94.12,1,5,60.9845
Albania,92.82,87.12,,03/02/2020,,89.97,2,5,60.9845
Albania,91.48,88.06,,04/02/2020,,89.77,3,5,60.9845
Albania,93.99,99.4,,05/02/2020,,96.695,4,5,60.9845
Albania,96.72,85.84,,06/02/2020,,91.28,5,5,60.9845
Albania,102.46,94.63,,07/02/2020,,98.545,6,5,60.9845
Albania,103.29,99.74,,08/02/2020,,101.515,7,5,60.9845
Albania,107.83,81.41,,09/02/2020,,94.62,1,6,60.9845
Albania,87.99,90.19,,10/02/2020,,89.09,2,6,60.9845
Albania,94.18,90.45,,11/02/2020,,92.315,3,6,60.9845
Albania,94.62,94.16,,12/02/2020,,94.39,4,6,60.9845
Albania,99.7,95.69,,13/02/2020,,97.695,5,6,60.9845
Albania,139.3,109.21,,14/02/2020,,124.255,6,6,60.9845
Albania,123.9,108.4,,15/02/2020,,116.15,7,6,60.9845
Albania,129.41,84.52,,16/02/2020,,106.965,1,7,60.9845
Albania,102.24,96.63,,17/02/2020,,99.435,2,7,60.9845
Albania,88.09,87.38,,18/02/2020,,87.735,3,7,60.9845
Albania,88.17,81.49,,19/02/2020,,84.83,4,7,60.9845
Albania,94.48,87.21,,20/02/2020,,90.845,5,7,60.9845
Albania,100.62,93.52,,21/02/2020,,97.07,6,7,60.9845
Albania,111.02,94.5,,22/02/2020,,102.76,7,7,60.9845
Albania,113.5,74.8,,23/02/2020,,94.15,1,8,60.9845
Albania,86.95,87.25,,24/02/2020,,87.1,2,8,60.9845
Albania,83.01,81.41,,25/02/2020,,82.21,3,8,60.9845
Albania,85.44,77.78,,26/02/2020,,81.61,4,8,60.9845
Albania,82.73,74.5,,27/02/2020,,78.615,5,8,60.9845
Albania,89.7,81.19,,28/02/2020,,85.445,6,8,60.9845
Albania,95.48,87.97,,29/02/2020,,91.725,7,8,60.9845
Albania,100.43,78.42,,01/03/2020,,89.425,1,9,60.9845
Albania,89.25,94.88,,02/03/2020,,92.065,2,9,60.9845
Albania,91.02,95.65,,03/03/2020,,93.335,3,9,60.9845
Albania,89.72,91.13,,04/03/2020,,90.425,4,9,60.9845
Albania,94.87,94.46,,05/03/2020,,94.665,5,9,60.9845
Albania,102.82,103.8,,06/03/2020,,103.31,6,9,60.9845
Albania,109.92,92.92,,07/03/2020,,101.42,7,9,60.9845
Albania,110.07,82.47,,08/03/2020,,96.27,1,10,60.9845
Albania,79.68,87.25,,09/03/2020,,83.465,2,10,60.9845
Albania,68.24,63.37,,10/03/2020,,65.805,3,10,60.9845
Albania,51.77,46.7,,11/03/2020,,49.235,4,10,60.9845
Albania,43.79,37.87,,12/03/2020,,40.83,5,10,60.9845
Albania,24.99,31.43,,13/03/2020,,28.21,6,10,60.9845
Albania,24.61,37.78,,14/03/2020,,31.195,7,10,60.9845
Albania,30.93,37.44,,15/03/2020,,34.185,1,11,60.9845
Albania,24.69,35.95,,16/03/2020,,30.32,2,11,60.9845
Albania,24.95,30.87,,17/03/2020,,27.91,3,11,60.9845
Albania,24.65,33.56,,18/03/2020,,29.105,4,11,60.9845
Albania,24.5,36.84,,19/03/2020,,30.67,5,11,60.9845
Albania,26.31,32.62,,20/03/2020,,29.465,6,11,60.9845
Albania,20.39,27.12,,21/03/2020,,23.755,7,11,60.9845
Albania,19.29,22.64,,22/03/2020,,20.965,1,12,60.9845
Albania,22.62,25.93,,23/03/2020,,24.275,2,12,60.9845
Albania,21.61,25.88,,24/03/2020,,23.745,3,12,60.9845
Albania,21.98,25.42,,25/03/2020,,23.7,4,12,60.9845
Albania,23.07,23.03,,26/03/2020,,23.05,5,12,60.9845
Albania,23.94,28.27,,27/03/2020,,26.105,6,12,60.9845
Albania,19.49,24.69,,28/03/2020,,22.09,7,12,60.9845
Albania,21.78,20.26,,29/03/2020,,21.02,1,13,60.9845
Albania,23.66,22.9,,30/03/2020,,23.28,2,13,60.9845
Albania,25.11,25.93,,31/03/2020,,25.52,3,13,60.9845
Albania,25.02,23.5,,01/04/2020,,24.26,4,13,60.9845
Albania,25.2,26.65,,02/04/2020,,25.925,5,13,60.9845
Albania,24.11,27.76,,03/04/2020,,25.935,6,13,60.9845
Albania,20.54,24.9,,04/04/2020,,22.72,7,13,60.9845
Albania,22.54,23.92,,05/04/2020,,23.23,1,14,60.9845
Albania,26.4,31.13,,06/04/2020,,28.765,2,14,60.9845
Albania,26.03,25.8,,07/04/2020,,25.915,3,14,60.9845
Albania,26.43,29.81,,08/04/2020,,28.12,4,14,60.9845
Albania,26.7,28.96,,09/04/2020,,27.83,5,14,60.9845
Albania,26.32,27.29,,10/04/2020,,26.805,6,14,60.9845
Albania,25.47,27.63,,11/04/2020,,26.55,7,14,60.9845
Albania,24.89,29.59,,12/04/2020,,27.24,1,15,60.9845
Albania,32.64,35.52,,13/04/2020,,34.08,2,15,60.9845
Albania,31.43,38.08,,14/04/2020,,34.755,3,15,60.9845
Albania,30.67,35.48,,15/04/2020,,33.075,4,15,60.9845
Albania,30,39.15,,16/04/2020,,34.575,5,15,60.9845
Albania,29.26,34.58,,17/04/2020,,31.92,6,15,60.9845
Albania,22.94,27.76,,18/04/2020,,25.35,7,15,60.9845
Albania,24.55,27.93,,19/04/2020,,26.24,1,16,60.9845
Albania,31.51,36.72,,20/04/2020,,34.115,2,16,60.9845
Albania,33.59,34.46,,21/04/2020,,34.025,3,16,60.9845
Albania,31.69,35.39,,22/04/2020,,33.54,4,16,60.9845
Albania,33.94,34.8,,23/04/2020,,34.37,5,16,60.9845
Albania,30.22,34.63,,24/04/2020,,32.425,6,16,60.9845
Albania,25.22,29,,25/04/2020,,27.11,7,16,60.9845
Albania,30.39,35.22,,26/04/2020,,32.805,1,17,60.9845
Albania,37.39,41.83,,27/04/2020,,39.61,2,17,60.9845
Albania,36.69,37.53,,28/04/2020,,37.11,3,17,60.9845
Albania,35.9,41.49,,29/04/2020,,38.695,4,17,60.9845
Albania,38.09,38.25,,30/04/2020,,38.17,5,17,60.9845
Albania,37.23,38.68,,01/05/2020,,37.955,6,17,60.9845
Albania,29.36,32.28,,02/05/2020,,30.82,7,17,60.9845
Albania,36,43.41,,03/05/2020,,39.705,1,18,60.9845
Albania,43.69,49.59,,04/05/2020,,46.64,2,18,60.9845
Albania,42.61,46.44,,05/05/2020,,44.525,3,18,60.9845
Albania,43.11,52.84,,06/05/2020,,47.975,4,18,60.9845
Albania,46.13,52.37,,07/05/2020,,49.25,5,18,60.9845
Albania,45.78,48.1,,08/05/2020,,46.94,6,18,60.9845
Albania,41.59,44.86,,09/05/2020,,43.225,7,18,60.9845
Albania,45.39,68.87,,10/05/2020,,57.13,1,19,60.9845
Albania,,,,11/05/2020,,,2,19,60.9845
Albania,,,,12/05/2020,,,3,19,60.9845
Albania,49.19,61.79,,13/05/2020,,55.49,4,19,60.9845
Albania,50.2,56.46,,14/05/2020,,53.33,5,19,60.9845
Albania,48.3,54.41,,15/05/2020,,51.355,6,19,60.9845
Albania,46.78,48.36,,16/05/2020,,47.57,7,19,60.9845
Albania,45.51,45.2,,17/05/2020,,45.355,1,20,60.9845
Albania,56.09,67.46,,18/05/2020,,61.775,2,20,60.9845
Albania,51.12,63.2,,19/05/2020,,57.16,3,20,60.9845
Albania,59.04,66.57,,20/05/2020,,62.805,4,20,60.9845
Albania,61.14,67.97,,21/05/2020,,64.555,5,20,60.9845
Albania,65.34,68.49,,22/05/2020,,66.915,6,20,60.9845
Albania,56.11,48.02,,23/05/2020,,52.065,7,20,60.9845
Albania,53.39,42.56,,24/05/2020,,47.975,1,21,60.9845
Albania,73.94,74.97,,25/05/2020,,74.455,2,21,60.9845
Albania,66.27,70.66,,26/05/2020,,68.465,3,21,60.9845
Albania,65.59,65.67,,27/05/2020,,65.63,4,21,60.9845
Albania,66.11,67.16,,28/05/2020,,66.635,5,21,60.9845
Albania,67.85,69.89,,29/05/2020,,68.87,6,21,60.9845
Albania,67.47,56.67,,30/05/2020,,62.07,7,21,60.9845
Albania,68.61,59.53,,31/05/2020,,64.07,1,22,60.9845
Albania,90.62,84.18,,01/06/2020,,87.4,2,22,60.9845
Albania,88.33,93.86,,02/06/2020,,91.095,3,22,60.9845
Albania,89.97,87.72,,03/06/2020,,88.845,4,22,60.9845
Albania,84.3,94.75,,04/06/2020,,89.525,5,22,60.9845
Albania,93.46,83.24,,05/06/2020,,88.35,6,22,60.9845
Albania,102.16,81.96,,06/06/2020,,92.06,7,22,60.9845
Albania,111.59,87.25,,07/06/2020,,99.42,1,23,60.9845
Albania,93.78,87.38,,08/06/2020,,90.58,2,23,60.9845
Albania,95.51,90.83,,09/06/2020,,93.17,3,23,60.9845
Albania,92.69,91.09,,10/06/2020,,91.89,4,23,60.9845
Albania,96.27,89.13,,11/06/2020,,92.7,5,23,60.9845
Albania,115.3,97.74,,12/06/2020,,106.52,6,23,60.9845
Albania,126.24,97.95,,13/06/2020,,112.095,7,23,60.9845
Albania,129.96,77.91,,14/06/2020,,103.935,1,24,60.9845
Argentina,100,100,,13/01/2020,1,100,2,2,54.5645
Argentina,97.07,95.11,,14/01/2020,,96.09,3,2,54.5645
Argentina,102.45,101.37,,15/01/2020,,101.91,4,2,54.5645
Argentina,111.21,112.67,,16/01/2020,,111.94,5,2,54.5645
Argentina,118.45,116.72,,17/01/2020,,117.585,6,2,54.5645
Argentina,124.01,114.14,,18/01/2020,,119.075,7,2,54.5645
Argentina,95.44,84.54,,19/01/2020,,89.99,1,3,54.5645
Argentina,95.13,101.37,,20/01/2020,,98.25,2,3,54.5645
Argentina,95.42,106.12,,21/01/2020,,100.77,3,3,54.5645
Argentina,97.66,104.91,,22/01/2020,,101.285,4,3,54.5645
Argentina,99.42,102.56,,23/01/2020,,100.99,5,3,54.5645
Argentina,113.34,104.88,,24/01/2020,,109.11,6,3,54.5645
Argentina,118.23,98.83,,25/01/2020,,108.53,7,3,54.5645
Argentina,91.31,73.64,,26/01/2020,,82.475,1,4,54.5645
Argentina,93.37,94.27,,27/01/2020,,93.82,2,4,54.5645
Argentina,91.12,93.86,,28/01/2020,,92.49,3,4,54.5645
Argentina,92.35,92.2,,29/01/2020,,92.275,4,4,54.5645
Argentina,96.74,96,,30/01/2020,,96.37,5,4,54.5645
Argentina,111.24,98.99,,31/01/2020,,105.115,6,4,54.5645
Argentina,123.96,97.42,,01/02/2020,,110.69,7,4,54.5645
Argentina,89.01,67.21,,02/02/2020,,78.11,1,5,54.5645
Argentina,91.66,95.18,,03/02/2020,,93.42,2,5,54.5645
Argentina,89.18,96.25,,04/02/2020,,92.715,3,5,54.5645
Argentina,94.49,100.39,,05/02/2020,,97.44,4,5,54.5645
Argentina,95.98,99.1,,06/02/2020,,97.54,5,5,54.5645
Argentina,111.12,105,,07/02/2020,,108.06,6,5,54.5645
Argentina,121.53,106.45,,08/02/2020,,113.99,7,5,54.5645
Argentina,89.23,73.12,,09/02/2020,,81.175,1,6,54.5645
Argentina,96.42,104.2,,10/02/2020,,100.31,2,6,54.5645
Argentina,96.97,105.87,,11/02/2020,,101.42,3,6,54.5645
Argentina,101.68,111.47,,12/02/2020,,106.575,4,6,54.5645
Argentina,104.9,113.2,,13/02/2020,,109.05,5,6,54.5645
Argentina,122.91,128.75,,14/02/2020,,125.83,6,6,54.5645
Argentina,127.62,103.47,,15/02/2020,,115.545,7,6,54.5645
Argentina,88.2,69.12,,16/02/2020,,78.66,1,7,54.5645
Argentina,92.28,93.42,,17/02/2020,,92.85,2,7,54.5645
Argentina,98.15,111.49,,18/02/2020,,104.82,3,7,54.5645
Argentina,98.96,107.02,,19/02/2020,,102.99,4,7,54.5645
Argentina,104.71,111.36,,20/02/2020,,108.035,5,7,54.5645
Argentina,132.57,124.13,,21/02/2020,,128.35,6,7,54.5645
Argentina,141.76,120.44,,22/02/2020,,131.1,7,7,54.5645
Argentina,108.21,100.5,,23/02/2020,,104.355,1,8,54.5645
Argentina,107.92,96.6,,24/02/2020,,102.26,2,8,54.5645
Argentina,99.51,82.59,,25/02/2020,,91.05,3,8,54.5645
Argentina,96.38,107.79,,26/02/2020,,102.085,4,8,54.5645
Argentina,97.96,110.62,,27/02/2020,,104.29,5,8,54.5645
Argentina,116.77,124.18,,28/02/2020,,120.475,6,8,54.5645
Argentina,117.72,108.49,,29/02/2020,,113.105,7,8,54.5645
Argentina,81.13,68.5,,01/03/2020,,74.815,1,9,54.5645
Argentina,86.76,101.01,,02/03/2020,,93.885,2,9,54.5645
Argentina,88.9,104.39,,03/03/2020,,96.645,3,9,54.5645
Argentina,92.74,108.23,,04/03/2020,,100.485,4,9,54.5645
Argentina,97.45,113.92,,05/03/2020,,105.685,5,9,54.5645
Argentina,118.32,126.7,,06/03/2020,,122.51,6,9,54.5645
Argentina,122.78,112.81,,07/03/2020,,117.795,7,9,54.5645
Argentina,80.36,70.94,,08/03/2020,,75.65,1,10,54.5645
Argentina,89.28,109.38,,09/03/2020,,99.33,2,10,54.5645
Argentina,89.29,109.62,,10/03/2020,,99.455,3,10,54.5645
Argentina,82.73,83.06,,11/03/2020,,82.895,4,10,54.5645
Argentina,86.67,106.85,,12/03/2020,,96.76,5,10,54.5645
Argentina,98.75,104.31,,13/03/2020,,101.53,6,10,54.5645
Argentina,84.77,70.31,,14/03/2020,,77.54,7,10,54.5645
Argentina,47.7,43.64,,15/03/2020,,45.67,1,11,54.5645
Argentina,53.57,51.55,,16/03/2020,,52.56,2,11,54.5645
Argentina,45.44,35.57,,17/03/2020,,40.505,3,11,54.5645
Argentina,43.21,31.96,,18/03/2020,,37.585,4,11,54.5645
Argentina,43.9,29.97,,19/03/2020,,36.935,5,11,54.5645
Argentina,16.77,11.75,,20/03/2020,,14.26,6,11,54.5645
Argentina,12.54,9.11,,21/03/2020,,10.825,7,11,54.5645
Argentina,8.74,6.96,,22/03/2020,,7.85,1,12,54.5645
Argentina,10.08,8.36,,23/03/2020,,9.22,2,12,54.5645
Argentina,10.76,8.05,,24/03/2020,,9.405,3,12,54.5645
Argentina,14.86,10.92,,25/03/2020,,12.89,4,12,54.5645
Argentina,14.58,10.53,,26/03/2020,,12.555,5,12,54.5645
Argentina,15.45,11.3,,27/03/2020,,13.375,6,12,54.5645
Argentina,13.34,10.73,,28/03/2020,,12.035,7,12,54.5645
Argentina,9.92,7.77,,29/03/2020,,8.845,1,13,54.5645
Argentina,14.59,11.37,,30/03/2020,,12.98,2,13,54.5645
Argentina,12.65,9.79,,31/03/2020,,11.22,3,13,54.5645
Argentina,15.79,11.78,,01/04/2020,,13.785,4,13,54.5645
Argentina,16.48,11.23,,02/04/2020,,13.855,5,13,54.5645
Argentina,17.15,12.44,,03/04/2020,,14.795,6,13,54.5645
Argentina,15.13,10.97,,04/04/2020,,13.05,7,13,54.5645
Argentina,11.53,9.12,,05/04/2020,,10.325,1,14,54.5645
Argentina,17.24,11.85,,06/04/2020,,14.545,2,14,54.5645
Argentina,18.55,13.49,,07/04/2020,,16.02,3,14,54.5645
Argentina,19.95,15.51,,08/04/2020,,17.73,4,14,54.5645
Argentina,19.8,14.65,,09/04/2020,,17.225,5,14,54.5645
Argentina,16.8,13.58,,10/04/2020,,15.19,6,14,54.5645
Argentina,19.4,15.75,,11/04/2020,,17.575,7,14,54.5645
Argentina,12.89,10.45,,12/04/2020,,11.67,1,15,54.5645
Argentina,21.1,16.35,,13/04/2020,,18.725,2,15,54.5645
Argentina,22.29,16.66,,14/04/2020,,19.475,3,15,54.5645
Argentina,23.55,17.42,,15/04/2020,,20.485,4,15,54.5645
Argentina,24.4,18.18,,16/04/2020,,21.29,5,15,54.5645
Argentina,27.17,18.8,,17/04/2020,,22.985,6,15,54.5645
Argentina,23.19,17.03,,18/04/2020,,20.11,7,15,54.5645
Argentina,14.54,10.59,,19/04/2020,,12.565,1,16,54.5645
Argentina,26.67,18.44,,20/04/2020,,22.555,2,16,54.5645
Argentina,27.25,19.01,,21/04/2020,,23.13,3,16,54.5645
Argentina,27.61,18.47,,22/04/2020,,23.04,4,16,54.5645
Argentina,28.73,20.39,,23/04/2020,,24.56,5,16,54.5645
Argentina,30.99,22.32,,24/04/2020,,26.655,6,16,54.5645
Argentina,25.92,23.31,,25/04/2020,,24.615,7,16,54.5645
Argentina,16.57,16.36,,26/04/2020,,16.465,1,17,54.5645
Argentina,27.45,18.48,,27/04/2020,,22.965,2,17,54.5645
Argentina,27.12,17.49,,28/04/2020,,22.305,3,17,54.5645
Argentina,32.22,22.78,,29/04/2020,,27.5,4,17,54.5645
Argentina,34.45,24.8,,30/04/2020,,29.625,5,17,54.5645
Argentina,22.69,16.62,,01/05/2020,,19.655,6,17,54.5645
Argentina,28.23,20.61,,02/05/2020,,24.42,7,17,54.5645
Argentina,16.44,12.44,,03/05/2020,,14.44,1,18,54.5645
Argentina,32.01,21.35,,04/05/2020,,26.68,2,18,54.5645
Argentina,33.63,22.63,,05/05/2020,,28.13,3,18,54.5645
Argentina,35.13,23.84,,06/05/2020,,29.485,4,18,54.5645
Argentina,35.56,23.84,,07/05/2020,,29.7,5,18,54.5645
Argentina,40.25,30.63,,08/05/2020,,35.44,6,18,54.5645
Argentina,33.82,24.84,,09/05/2020,,29.33,7,18,54.5645
Argentina,19.82,15.58,,10/05/2020,,17.7,1,19,54.5645
Argentina,,,,11/05/2020,,,2,19,54.5645
Argentina,,,,12/05/2020,,,3,19,54.5645
Argentina,38.87,28.33,,13/05/2020,,33.6,4,19,54.5645
Argentina,41.01,28.44,,14/05/2020,,34.725,5,19,54.5645
Argentina,44.34,31.63,,15/05/2020,,37.985,6,19,54.5645
Argentina,38.29,28.81,,16/05/2020,,33.55,7,19,54.5645
Argentina,22.01,18.49,,17/05/2020,,20.25,1,20,54.5645
Argentina,40.01,30.79,,18/05/2020,,35.4,2,20,54.5645
Argentina,41.34,30.37,,19/05/2020,,35.855,3,20,54.5645
Argentina,41.53,28.85,,20/05/2020,,35.19,4,20,54.5645
Argentina,41.52,29.04,,21/05/2020,,35.28,5,20,54.5645
Argentina,47.52,31.99,,22/05/2020,,39.755,6,20,54.5645
Argentina,41.34,31.4,,23/05/2020,,36.37,7,20,54.5645
Argentina,23.81,16.83,,24/05/2020,,20.32,1,21,54.5645
Argentina,28.11,21.37,,25/05/2020,,24.74,2,21,54.5645
Argentina,40.86,30.85,,26/05/2020,,35.855,3,21,54.5645
Argentina,42.91,33.27,,27/05/2020,,38.09,4,21,54.5645
Argentina,43.77,32.63,,28/05/2020,,38.2,5,21,54.5645
Argentina,48.26,34.67,,29/05/2020,,41.465,6,21,54.5645
Argentina,40.39,28.7,,30/05/2020,,34.545,7,21,54.5645
Argentina,23.77,17.4,,31/05/2020,,20.585,1,22,54.5645
Argentina,39.64,29.5,,01/06/2020,,34.57,2,22,54.5645
Argentina,41.88,31.25,,02/06/2020,,36.565,3,22,54.5645
Argentina,43.77,30.65,,03/06/2020,,37.21,4,22,54.5645
Argentina,45.84,31.93,,04/06/2020,,38.885,5,22,54.5645
Argentina,52.26,37.34,,05/06/2020,,44.8,6,22,54.5645
Argentina,47.48,33.53,,06/06/2020,,40.505,7,22,54.5645
Argentina,27.32,19.6,,07/06/2020,,23.46,1,23,54.5645
Argentina,44.06,34.36,,08/06/2020,,39.21,2,23,54.5645
Argentina,47,35.81,,09/06/2020,,41.405,3,23,54.5645
Argentina,48.1,36.25,,10/06/2020,,42.175,4,23,54.5645
Argentina,49.36,36.61,,11/06/2020,,42.985,5,23,54.5645
Argentina,56.59,41.45,,12/06/2020,,49.02,6,23,54.5645
Argentina,52.09,35.27,,13/06/2020,,43.68,7,23,54.5645
Argentina,30.96,21.26,,14/06/2020,,26.11,1,24,54.5645
Australia,100,100,100,13/01/2020,1,100,2,2,63.707333333
Australia,102.98,101.31,101.78,14/01/2020,,102.02333333,3,2,63.707333333
Australia,104.21,101.82,100.64,15/01/2020,,102.22333333,4,2,63.707333333
Australia,108.63,104.52,99.58,16/01/2020,,104.24333333,5,2,63.707333333
Australia,109.08,113.73,98.34,17/01/2020,,107.05,6,2,63.707333333
Australia,89,100.24,86.97,18/01/2020,,92.07,7,2,63.707333333
Australia,99.35,98.57,99.87,19/01/2020,,99.263333333,1,3,63.707333333
Australia,103.53,104.38,107.29,20/01/2020,,105.06666667,2,3,63.707333333
Australia,106.8,108.51,109.13,21/01/2020,,108.14666667,3,3,63.707333333
Australia,107.4,103.88,107.03,22/01/2020,,106.10333333,4,3,63.707333333
Australia,115.65,112.4,106.64,23/01/2020,,111.56333333,5,3,63.707333333
Australia,109.66,117.27,100.19,24/01/2020,,109.04,6,3,63.707333333
Australia,88.59,103.02,90.61,25/01/2020,,94.073333333,7,3,63.707333333
Australia,85.18,87.4,81.83,26/01/2020,,84.803333333,1,4,63.707333333
Australia,95.91,96.18,101.78,27/01/2020,,97.956666667,2,4,63.707333333
Australia,99.4,100.57,104.81,28/01/2020,,101.59333333,3,4,63.707333333
Australia,99.92,100.25,103.03,29/01/2020,,101.06666667,4,4,63.707333333
Australia,103.04,100.73,101.91,30/01/2020,,101.89333333,5,4,63.707333333
Australia,103.73,108.69,97.77,31/01/2020,,103.39666667,6,4,63.707333333
Australia,85.73,96.55,87.49,01/02/2020,,89.923333333,7,4,63.707333333
Australia,93.39,92.71,98.72,02/02/2020,,94.94,1,5,63.707333333
Australia,95.83,95.77,99.03,03/02/2020,,96.876666667,2,5,63.707333333
Australia,98.63,99.1,102.4,04/02/2020,,100.04333333,3,5,63.707333333
Australia,102.4,97.65,100.27,05/02/2020,,100.10666667,4,5,63.707333333
Australia,107.46,97.97,100.82,06/02/2020,,102.08333333,5,5,63.707333333
Australia,106.55,112.07,102.46,07/02/2020,,107.02666667,6,5,63.707333333
Australia,86.33,88.84,84.1,08/02/2020,,86.423333333,7,5,63.707333333
Australia,98.78,93.13,100.46,09/02/2020,,97.456666667,1,6,63.707333333
Australia,100.08,100.34,105.77,10/02/2020,,102.06333333,2,6,63.707333333
Australia,103.28,101.59,105.48,11/02/2020,,103.45,3,6,63.707333333
Australia,106.19,104.56,106.71,12/02/2020,,105.82,4,6,63.707333333
Australia,116.62,116.84,113.2,13/02/2020,,115.55333333,5,6,63.707333333
Australia,115.36,129.56,111.33,14/02/2020,,118.75,6,6,63.707333333
Australia,93.51,110.5,98.78,15/02/2020,,100.93,7,6,63.707333333
Australia,98.27,103.76,109.3,16/02/2020,,103.77666667,1,7,63.707333333
Australia,101.79,102.99,111.03,17/02/2020,,105.27,2,7,63.707333333
Australia,105.38,107.3,115.59,18/02/2020,,109.42333333,3,7,63.707333333
Australia,107.29,112.78,114.53,19/02/2020,,111.53333333,4,7,63.707333333
Australia,113.37,116.31,116.25,20/02/2020,,115.31,5,7,63.707333333
Australia,118.25,133.9,120.68,21/02/2020,,124.27666667,6,7,63.707333333
Australia,97.6,113.52,104.35,22/02/2020,,105.15666667,7,7,63.707333333
Australia,97.5,103.12,115.32,23/02/2020,,105.31333333,1,8,63.707333333
Australia,102.7,106,119.81,24/02/2020,,109.50333333,2,8,63.707333333
Australia,104.46,109.06,118.98,25/02/2020,,110.83333333,3,8,63.707333333
Australia,106.23,109.52,115.46,26/02/2020,,110.40333333,4,8,63.707333333
Australia,113.6,116.49,119.34,27/02/2020,,116.47666667,5,8,63.707333333
Australia,117.64,135.14,122.09,28/02/2020,,124.95666667,6,8,63.707333333
Australia,98.24,126.02,107.23,29/02/2020,,110.49666667,7,8,63.707333333
Australia,97.35,100.94,113.58,01/03/2020,,103.95666667,1,9,63.707333333
Australia,99.14,101.73,115.04,02/03/2020,,105.30333333,2,9,63.707333333
Australia,101.63,101.17,112.26,03/03/2020,,105.02,3,9,63.707333333
Australia,106.02,97.93,111.17,04/03/2020,,105.04,4,9,63.707333333
Australia,113.97,111.79,113.82,05/03/2020,,113.19333333,5,9,63.707333333
Australia,113.49,126.09,112.67,06/03/2020,,117.41666667,6,9,63.707333333
Australia,93.23,108.98,98.27,07/03/2020,,100.16,7,9,63.707333333
Australia,91.21,89.81,97.56,08/03/2020,,92.86,1,10,63.707333333
Australia,96.44,96.18,105.15,09/03/2020,,99.256666667,2,10,63.707333333
Australia,99.94,100.4,107.82,10/03/2020,,102.72,3,10,63.707333333
Australia,100.79,100.94,106.36,11/03/2020,,102.69666667,4,10,63.707333333
Australia,102.79,102.38,101.22,12/03/2020,,102.13,5,10,63.707333333
Australia,98.75,103.92,88.82,13/03/2020,,97.163333333,6,10,63.707333333
Australia,78.16,84.71,70.96,14/03/2020,,77.943333333,7,10,63.707333333
Australia,81.59,75.67,76.49,15/03/2020,,77.916666667,1,11,63.707333333
Australia,80.52,71.19,70.68,16/03/2020,,74.13,2,11,63.707333333
Australia,78.87,68.72,65.78,17/03/2020,,71.123333333,3,11,63.707333333
Australia,79.24,66.9,62.19,18/03/2020,,69.443333333,4,11,63.707333333
Australia,83.55,68.29,61.79,19/03/2020,,71.21,5,11,63.707333333
Australia,78.17,72.02,57.33,20/03/2020,,69.173333333,6,11,63.707333333
Australia,60.74,54.18,43.75,21/03/2020,,52.89,7,11,63.707333333
Australia,66.41,50.99,40.71,22/03/2020,,52.703333333,1,12,63.707333333
Australia,62.49,46.97,33.94,23/03/2020,,47.8,2,12,63.707333333
Australia,60.19,45.55,30.31,24/03/2020,,45.35,3,12,63.707333333
Australia,57.96,43.82,26.9,25/03/2020,,42.893333333,4,12,63.707333333
Australia,59.9,45.57,26.44,26/03/2020,,43.97,5,12,63.707333333
Australia,48.25,41.88,23.77,27/03/2020,,37.966666667,6,12,63.707333333
Australia,36.69,32.84,19.57,28/03/2020,,29.7,7,12,63.707333333
Australia,51.18,40.93,23.53,29/03/2020,,38.546666667,1,13,63.707333333
Australia,51.92,42.68,22.58,30/03/2020,,39.06,2,13,63.707333333
Australia,52.04,41.98,21.67,31/03/2020,,38.563333333,3,13,63.707333333
Australia,51.54,39.17,21.05,01/04/2020,,37.253333333,4,13,63.707333333
Australia,54.23,42.38,21.25,02/04/2020,,39.286666667,5,13,63.707333333
Australia,41.58,35.83,18.75,03/04/2020,,32.053333333,6,13,63.707333333
Australia,33.34,31.11,16.62,04/04/2020,,27.023333333,7,13,63.707333333
Australia,51.75,42.02,21.76,05/04/2020,,38.51,1,14,63.707333333
Australia,53.17,42.71,21.2,06/04/2020,,39.026666667,2,14,63.707333333
Australia,55.01,43.05,20.73,07/04/2020,,39.596666667,3,14,63.707333333
